adress,number,email,social_netwoks,undegroud,latitude,logitute,offical_site,id,name,img_url,content
"Москва , Ленинградский пр-т. д. 1 ",74992573176,,,Белорусская ,,,http://inwardpath.ru/,250,Культурный центр «Путь к себе»,https://www.2do2go.ru/uploads/6ef16345cf96f8f1e08b5145c9261d76_w500_h500.jpg,"Судьба рано или поздно заставляет человека остановиться и задуматься, в том ли направлении он движется. Наверное, смысл человеческой жизни в том и состоит, чтобы правильно выбрать свой Путь, Путь к себе, Путь к раскрытию собственной личности, которую человек словно по кирпичикам выстраивает всю свою жизнь. Путь, длиною в вечность...<br/><br/>&nbsp;Уже более 20 лет центр &laquo;Путь к себе&raquo;&nbsp;помогает людям найти свой Путь, свою школу, свою традицию и тем самым найти самого себя. В рамках Центра проходят &laquo;Встречи в Пути&raquo; - лекции, презентации, концерты. На этих встречах вы можете узнать из первых рук о самых разнообразных техниках и традициях самопознания и саморазвития или о новых книгах на эту тему.<br/><br/>&nbsp;Культурный центр &laquo;Путь к себе&raquo;&nbsp;- перекресток, на котором сходятся самые разные дороги-пути. Здесь можно передохнуть, подкрепиться, узнать, как добраться до того или другого места, найти себе проводника или попутчика."
"Москва , Москва, ул. Пятницкая 28",+79162481077,yakubchuk@bk.ru,http://vk.com/mestodeystva,вход с улицы в ворота между домами 30 и 28 по ул. Пятницкая ,,,,251,МестоДействия,https://www.2do2go.ru/uploads/1067a14b7e00979c9318dd3c80851cd5_w500_h500.jpg,"Творческая площадка при храме св. Климента в Замоскворечье. Проводим лекции, концерты, мастер классы, выставки, поэтические вечера. Можно предложить нам свое событие."
"Москва , booktrailers.ru",,,,"<a href=""http://booktrailers.ru"" target=""_blank noopener noreferrer""",,,http://booktrailers.ru,252,booktrailers.ru,https://www.2do2go.ru/uploads/015b69db57a7f36666ac3207e23e7853_w500_h500.jpg,"Всероссийский Конкурс-парад Буктрейлеров&nbsp;Буктрейлер - это&nbsp;ролик-миниатюра, тизер (teaser), который включает в себя самые яркие и узнаваемые моменты книги, визуализирует ее содержание. Выполняя свою основную задачу &ndash; представляя читателю книги и пропагандируя книгочтение &ndash; в мировом культурном сообществе Буктрейлеры превратились в отдельный самобытный жанр, объединяющий литературу, визуальное искусство и Интернет"
"Москва , Москва, Рижская пл., 3",74992623295,,,Рижская ,,,,253,Центр Научно-Технической Информации и Библиотек,https://www.2do2go.ru/uploads/47e22007e00c0611eae4eb075e2af1b8_w500_h500.jpg,
"Москва , Малый Златоустинский переулок, д. 5, стр.1.",,,http://vk.com/zlatoust_center,Китай-город ,,,http://www.zlatoust-center.ru,254,Культурно-просветительский центр во имя святителя Иоанна Златоуста,https://www.2do2go.ru/uploads/37c48bb72004a21130980e10a0b10f7c_w500_h500.jpg,"В центре Москвы, в Китай-городе когда-то давно находился Иоанно-Златоустинский мужской монастырь. В его честь были названы Большой и Малой Златоустинские переулки, граничившие с территорией обители. Из всех зданий мужского монастыря сохранилось лишь одно – братский корпус. Но на самом деле, от него мало что осталось. В полуразваленном, аварийном и нежилом состоянии здание с двумя этажами было передано Храму св. Бессребреников Космы и Дамиана на Маросейке. Отремонтировать удалось внушительную часть помещений. Здесь теперь работает Культурно-просветительский Центр во имя Иоанна Златоуста.  На сегодняшний день здесь проходят события как приходские, так и общегородские. Это разнообразные публичные лекции и концерты в Большом зале, клубы «Самовар» и «Самовар-2»  для пенсионеров и молодежи.  Группа катехизации для новоначальных и тех, кто готовится к принятию Св. Крещения. Также здесь проходят миссионерские курсы. Недавно мы ездили на машине из Челябинска в Екатеринбург и решили по пути посетить город Златоуст &ndash; небольшой город на границе между Европой и Азией. Этот город богат достопримечательностями, которые вполне можно посетить за один день. Наш отчет с фотографиями можно посмотреть: <a href=""http://www.xatv.ru/turizm/chto-delat-v-zlatouste"" target=""_blank"" rel=""nofollow"">http://www.xatv.ru/turizm/chto-delat-v-zlatouste</a>. Очень интересный город, особенно для тех, кто интересуется историей и оружием.&nbsp;"
"Москва , Москва, Варшавское ш., 28А ",74959332581,,,Нагатинская ,,,http://rosintegro.ru/mc2/,255,Москва: Коворкинг 2.0,https://www.2do2go.ru/uploads/1f9f60689f6adeba7e65e3387091ec25_w500_h500.png,Коворкинг-центр для малого бизнеса нового формата: офисная площадка и среда для ведения бизнеса и делового общения.
"Москва , ул. Кедрова, 14 строение 3",74991246564,cvi06@mail.ru,,Академическая ,,,http://visualcenter.org/,256,Центр Визуальных Искусств,https://www.2do2go.ru/uploads/9d936f4bc367cd4d22ebc6bbf882968b_w500_h500.png,"Современное кино вышло на новый уровень, привлекая все новые технологии и охватывая все новые зоны влияния, но продукты для юного зрителя все еще в малом количестве поступают на рынок. К тому же качество отснятого кино оставляет желать лучше. Центр Визуальных Искусств появился как раз с целью создавать для нового поколения, привлекая его в процесс синематворчества. Фестивали и акции собирают ребят со всех уголков России. Эта деятельность не остается не замеченной и привлекает деятелей культуры, искусства и политики!"
"Москва , ул. Воронцовская 35б, корп. 2",74957554492,ap@igroks.ru,http://vk.com/igrox,офис 6 ,,,http://www.igrox.ru,257,Тренинг-центр «Игрокс»,https://www.2do2go.ru/uploads/45e320e3ee823a552a60362fbfa586ca_w500_h500.JPG,"Тренинг-центр «Игрокс» уже 6 лет является одной из ведущих компаний в сфере обучения и проведения коммуникативных тренингов по ораторскому искусству, мастерству общения, межличностным отношениям и эффективным продажам. Мы делаем людей успешнее! За курс &laquo;Ораторское Искусство&raquo; и &laquo;Мастер Общения&raquo; хочу сказать огромное СПАСИБО! Он оправдал все мои ожидания на 200%! Этот тренинг развивает красноречие, стрессоустойчивость, чувство уверенности в себе, помогает добиваться поставленных целей. Положительные изменения в жизни и маленькие чудеса начинают происходить уже после первых занятий&hellip; Появляется заряд позитивной энергии, поднимается настроение, улучшаются взаимоотношения с близкими. Возникает желание свернуть горы! &nbsp; Занятия проходят в игровой форме, что позволяет быстро усваивать информацию и чувствовать себя комфортно, а еще веселиться от душиJ. Непринужденная дружеская атмосфера располагает к активному общению и приобретению новых друзей. А домашние задания не только помогают преодолевать свои страхи и комплексы, но и дарят массу новых положительных эмоций! Большущее спасибо нашим тренерам за харизму, понимание и поддержку! Они помогли нам сделать много интересных открытий, осознать, какие качества необходимо развивать каждому из нас, над чем стоит поработать. Курс &laquo;Ораторское искусство&raquo; не просто учит мастерству публичных выступлений. Он полностью меняет сознание, делая мышление более позитивным и конструктивным; дает понять, что жить нужно здесь и сейчас, не откладывая жизнь на потом... Это для меня самое главное! J &nbsp; Курс Мастер Общения научил меня достигать цели, эффективнее зарабатывать деньги, создавать команду единомышленников. Если ты не прошел тренинги в ИГРОКС, ты не попробовал жизнь на 100%!!!&nbsp; Привет! Если ты сейчас читаешь мой отзыв, то тебе необходимо посетить очень мощный тренинг Игры Разума! Советую его пройти абсолютно всем! На тренинге я получил много полезной, и нужной информации о том, как бороться со страхами, как контролировать свои эмоции, как прокачать свою уверенность и многое другое. Хочу отметить, что в тренинге маленькая часть, это - теория, всё остальное практика, именно практика помогла мне избавиться от внутреннего диалога, негативных эмоций и начать наслаждаться жизнью! Прочитав статьи, возможно, ты осознаешь, что в твоей жизни надо изменить, но только практика поможет тебе достичь желаемого и получить, то, что тебе так необходимо! В данном тренинге представлено более 17 самых эффективных упражнений, которые можно использовать в повседневной жизни! Приходите в Игрокс, здесь тебя ждут знакомства с интересными, разносторонними и веселыми людьми, совместное чаепитие, личностный рост, а самое главное - это РЕЗУЛЬТАТЫ!!! которых так не хватает в повседневной жизни! Успехов!!!&nbsp; Мне стадно, что прошел мастер-класс по ораторскому искусству в &laquo;Игроксе&raquo;. По сути это типичный тренинг личного роста вернее деградирования. Технология окучивания лохов, по которой лохам предлагают пройти курсы, после которых они заработают все деньги мира, покорят всех женщин и вообще зохавают Вселенную. Имеет общие черты с сетевым маркетингом,и финансовыми пирамидами, а также с пикапом, нейро-лингвистическим программированием, саентологией и прочими сектами.<br />Более подробно об этом можно прочитать на&nbsp;<br /><br /><a href=https://lurkmirror.ml/Тренинги_личностного_роста<br rel=""nofollow noopener noreferrer"" target=""_blank"" title=>https://lurkmirror.ml/Тренинги_личностного_роста<br</a> /><br /><a href=http://in-matrix.livejournal.com/18735.html<br rel=""nofollow noopener noreferrer"" target=""_blank"" title=>http://in-matrix.livejournal.com/18735.html<br</a> /><br />На вводном занятии ничего не говорят, про так называемы психологические растяжки про то как хорошо выходить из зоны комфорта. Например, то что Вам нужно будет купить у них красный носик, поносить его на улице, а потом продать за более высокую цену, приставать на улице к прохожим со всякими непристойностями. Еще здесь есть масса психологических упражнений &mdash; которые раскачивают психику, подсаживают на эмоциональные качели и прививают новые ценности. Также как и у всех шараг подобного рода вас будут просить дать телефоны знакомых, которым нужно пройти этот тренинг. И со слов тренера Владимира Шопинского, это главное на тренинге, потому что в рейтинг вы получите звездочку. (Да и посмотрите его образование). Здесь вы можете также научиться хорошо пиз...ть, но не более. Вообщем это психологическая секта готовит главным образом адептов грубых и наглых. Берегите себя, легких путей не бывает. С Б-гом."
"Москва , ш. Ярославское, 124",+79152923548,info@m-c-m-c.ru,https://vk.com/mcmc_ru,Медведково ,,,http://m-c-m-c.ru,258,Московский молодежный культурный центр,https://www.2do2go.ru/uploads/20540eef45a0d23993c7efef8160173f_w500_h500.jpg,"Московский многофункциональный культурный центр &ndash; культурное пространство для активных жителей столицы. Здесь каждый желающий может раскрыть свой творческий потенциал в разных сферах деятельности. Основной принцип, по которому работает центр, &ndash;&nbsp;принцип &laquo;Зеленого офиса&raquo;. Это значит, что в здании находятся многофункциональные залы для проведения конференций, тренингов, концертов и презентаций. Это сфера платных услуг ММКЦ. Однако есть и совершенно бесплатные предложения. Прийти в соседский центр, чтобы за чашкой кофе обсудить насущные вопросы и планы, может любой желающий. К услугам гостей бесплатный доступ к Wi-Fi и комфортные условия.&nbsp; ММКЦ приглашает москвичей принять участие в нескольких направлениях, которые были созданы на его базе. Здесь открыта школа добрососедских отношений, школа молодого москвича и разные международные проекты.<br/>В афише мероприятий вы можете найти выставки, мастер-классы, концерты и другие интересности. Источник фото:&nbsp;<a target=""_blank"" href=""https://vk.com/mcmc_ru?z=photo-49104085_386881594/album-49104085_0/rev"" target=""_blank"">vk.com</a>"
"Москва , ул. Сущевская, д.19, стр.4",74959663174,pr@artimage.ru,http://vk.com/artimageru,"Новослободская, Менделеевская ",,,http://www.artimage.ru/,259,Институт репутационных технологий Art&amp;Image,https://www.2do2go.ru/uploads/7128d8320d53b5078bf7b12b83ddc6f5_w500_h500.png,"Обладая 15-летним опытом в сфере образования, сегодня Art&amp;Image является ведущим институтом&nbsp;дополнительного профессионального образования&nbsp;в России. В рамках делового сотрудничества с Московским Государственным Университетом Культуры и Искусств после успешного обучения слушатели института получают диплом Art&amp;Image и диплом государственного образца о&nbsp;профессиональной переподготовке. Ежегодно мы выпускаем более 200 дипломированных специалистов. Бизнес-обучение в институте Art&amp;Image &ndash; это профессиональная переподготовка за 1 год, повышение квалификации за полгода, недельные интенсивные тренинги, мастер-классы и семинары за 1 день, практика и воплощение собственных проектов в известных компаниях, дополнительное профессиональное образование &laquo;с нуля&raquo;."
"Москва , Москва, Вавилова, дом 65",74991255071,promo_spika@mail.ru,http://vk.com/spika_concert_agency,Профсоюзная ,,,http://spika.org,260,Spika концерное агентство,https://www.2do2go.ru/uploads/8d54d95b03b5802361920663dd219399_w500_h500.jpg,"Наш контактный телефон:+<strong>7(499)125-50-71</strong><br/><br/>Информация о билетах, их бронировании: +7(495)7677037<br/>spika.ticket@gmail.com<br/><br/>По вопросам аккредитаций: +7(495)7677037 (Дмитриева Вера), promo_spika@mail.ru (Анастасия)"
"Москва , ул. Волхонка, 15 ",,info@volkhonkafineart.com,,Кропоткинская ,,,http://www.volkhonkafineart.com/contacts/,261,Volkhonka Fine Arts Centre,https://www.2do2go.ru/uploads/e0479db7488f7a7feec52a093b59bc00_w500_h500.jpg,Volkhonka Fine Arts Centre<br/>
"Москва , Московская область, ш. Рублево-Успенское, деревня Калчуга, дом 29",,,,,,,,262,Дворец культуры «Калчуга»,https://www.2do2go.ru/uploads/0696d14e494b387f915aca93d714f01a_w500_h500.jpg,ДК «Калчуга»
"Москва , ул. Николоямская 1, ВГБИЛ",74952871800 74952871801,moscow@britishcouncil.ru,http://vk.com/britishcouncil,Таганская ,,,http://www.britishcouncil.org/ru/russia.htm,263,Британский Совет (British Council Russia),https://www.2do2go.ru/uploads/670d223c8e78accf37b746516b051f24_w500_h500.jpg,"Британский Совет – британская международная организация, которая открывает доступ к образованию и творческим идеям из Великобритании.<br/><br/>Наши проекты: Фестиваль Британского кино, Обучение в UK, British Day at Russian Fashion Week, Международная программа конкурсов для молодых творческих предпринимателей, Креативная экономика, семинары для преподавателей английского языка и другое. Проекты Британского Совета направлены на поддержку стабильной, творческой и процветающей России. Четыре года назад организация British Council устроила семинар для наших преподавателей и студентов факультета иностранных языков. Получили огромный опыт в проведении открытых мероприятий, направленных на изучение английского языка, поделились методикой преподавания в наших ВУЗах, оценили работу иностранных специалистов.<br />Мероприятия проводились в непринуждённой обстановке, включали в себя несколько лекций и семинары с использованием передовых технологий. Студенты получили яркие впечатления, а библиотека нашего университета пополнилась периодическими изданиями и художественной литературой из фондов British Council."
"Москва , пер. Мал. Трехгорный, 8-10",74952263450,info@7bioz.ru,http://vk.com/club14834325,Краснопресненская ,,,http://7bioz.ru,264,Творческий центр «7BiOZ»,https://www.2do2go.ru/uploads/ac7e380408931c4fd9e7612897b9a9fe_w500_h500.png,
"Москва , ул. Бол. Никитская, 47/3 ",74957874560 74957874567,center@jcc.ru,,Баррикадная ,,,http://www.jcc.ru,265,Еврейский культурный центр на Никитской,https://www.2do2go.ru/uploads/d8849c91d24643f26b3ab01c06bc7bbf_w500_h500.jpg,
"Москва , ул Покровка, д. 1/13/6, стр.2",74956280334,moscow@hillel.ru,http://vk.com/club53539,Вход с Армянского переулка ,,,http://russia.hillel.org/home/regions/moscow.aspx,266,Центр еврейской молодежи «Гилель»,https://www.2do2go.ru/uploads/fc041316cb139e0efd05954eadb16720_w500_h500.jpg,"«Гилель» — динамично развивающаяся международная еврейская молодежная организация, частью которой можешь стать и ты! Филиалы «Гилеля» насчитывают свыше 500 центров по всему миру, в том числе в лучших университетах – Гарварде, Итоне, Колумбийском университете и других. Около 27 филиалов действуют в странах СНГ, в том числе в Москве.  В программах «Гилеля» участвуют тысячи студентов  — и ты можешь стать одним из них! В Центре проходят тренинги, встречи, обсуждения, праздники. Здесь ты сможешь почувствовать свою причастность к корням и многовековой культуре. Из небольшой группы активных еврейских студентов «Гилель» стал крупнейшей международной еврейской студенческой организацией."
"Москва , Фрунзенская наб., 30 стр.6 ",+79645609935,givana-info@yandex.ru,http://vk.com/givana,Фрунзенская ,,,http://givana-studio.ru,267,Академия макияжа «Живана»,https://www.2do2go.ru/uploads/fcb2b0d5deb88b33e08768f9a15a3258_w500_h500.jpg,
"Москва , Болотниковская ул., д. 5, корп. 3 ",+79037979099,createlife.ru@yandex.ru,,Варшавская ,,,http://createlife.ru,268,Центр «ЖизнеТворчества»,https://www.2do2go.ru/uploads/232ac080a98c406165bee39d8980d7d2_w500_h500.jpg,
"Москва , 2-я Южнопортовая, д. 7а ",+79265947049,info@rainbowclub.ru,,Охотный ряд ,,,http://rainbowclub.ru,269,Rainbow Club,https://www.2do2go.ru/uploads/c22394fd3b056a492dfb4e163b7d9fb9_w500_h500.png,
"Москва , ул. Климашкина, 22",74992555923,safonov@artgp.ru,,Улица 1905 года ,,,http://www.artgp.ru,270,Art Global Production,https://www.2do2go.ru/uploads/976c62cc3224218bb671ea467e1f6323_w500_h500.png,
"Москва , ул.Тверская, 12, стр. 2",+79104786554,gz.punktum@gmail.com,http://vk.com/id151651549,"1-й подъезд, 4 этаж ",,,http://punktum.ru,271,«Пунктум»,https://www.2do2go.ru/uploads/57cef831c47c6608f892dfa530780fce_w500_h500.jpg,"<a target=""_blank"" href=""http://voxxter.ru/exposition/76"" target=""_blank"">Купить электронный билет на лекцию, тренинг или занятие</a> &laquo;Пунктум&raquo;&nbsp;как культурный центр &ndash; свободное пространство, где выставляются картины молодых художников, проводятся небольшие концерты-квартирники, ежедневно работает небольшое чай-кафе-wi-fi, где возможно провести свое время, спокойно поработать.<br/> Идея небольшого пространства, где за чашкой чая можно поговорить с лектором о культурах прошлого, потренировать память на тренинге с профессиональным математиком-теоретиком или же познакомиться со знаменитыми кинокартинами классиков мирового и голливудского кино оказалась более чем востребованной. Приятный центр для саморазвития прямо в центре Москвы! Была у них в субботу на чайной церемонии. Юлия - наш мастер чая - рассказывала про тайваньские улуны. Церемония сама, конечно, красоты неописуемой... Да и чаи, с которыми нас знакомила Юлия, совершенно вписываются во всю атмосферу происходящего. Юлия говорил, что улуны ""гармонизируют человека"". Я ей, поначалу, не поверила - ну чай, ну что он может: успокаивающий какой-то эффект - пожалуй да, бодрящий - тоже. А тут замах на ""гармонизацию""! Ну и что вы думаете? Уходила я оттуда именно в таком состоянии: ""гармонии с самой собой""! Чувствовала себя буддистским монахом - спокойно и размеренно созерцала окружающий мир и могла с этим же спокойствием перенести все окружающие проблемы. Жаль эффект гармонии от чая выветрился на следующее утро... "
"Москва , г. Москва, Проспект Мира, дом 26, строение 1",74959718678,event@mosgonchar.ru,,На территории Аптекарского огорода (Ботанический сад МГУ) ,,,http://mosgonchar.ru,272,«Мосгончар»,https://www.2do2go.ru/uploads/dd32e0b66c6d57bcfe63ab4590af5537_w500_h500.jpg,"Клуб расположен на территории Аптекарского огорода, он позволяет совместить творческую деятельность с прогулкой в уникальном оазисе живой природы, где садово-парковое искусство предстает во всем своем великолепии в самом центре Москвы. Сегодня побывали с мужем в гончарной мастерской на пр-те Мира в ботаническом Саду. Атмосфера Ботанического сада и последующих гончарных подвигов - впечатлет. Пахнет мокрой землей, а глина в руках мокрая и живая, как устрица. Конечно не самое бюджетное удовольствие получилось - 2 800 на двоих. Без всяких обжигов и тд. Зато впетачления какие-то очень новые и забавные. Одевать можно только одежду, рукава которой закатываются значительно выше локтя. НЕ ЗАБВАЙТЕ КРЕМ ДЛЯ РУК! А я там тоже была. С отцом. Он уже не раз там бывал, а я попала лишь на одно занятие. Очень и очень крутое занятие!! Пока я занималась на круге, поняла, что голова совершенно чиста, никаких проблемных мыслей. Все внимание сосредоточено на глине. Это незабываемые эмоции! Будет время, схожу еще. P.s.: Пыталась раскопать больше фотографий, но, к сожалению, у меня осталась фотография только той самой вазы, которую я вылепила."
"Москва , ул. Тверская, 12, стр. 8",74956586851 +79067292838,,http://vk.com/public38433273,вход с Козицкого переулка ,,,http://funnybell.ru,273,Театральная студия «Домик Фанни Белл»,https://www.2do2go.ru/uploads/31f9192fb973b80978aad5aef95f6530_w500_h500.jpg,"Детская театральная студия, где опытные педагоги помогут детям привить вкус к театральному творчеству и интерес к культуре в целом. Занятия посвящены не только темам связанным с театром и кино &ndash; пластике, постановке речи, хореографии, актерскому мастерству, но также социализации и подготовке к школе. Источник фото: funnybell.ru Спасибо огромное педагогам этого центра развития, они все очень большие профессионалы! Пол года назад мы посещали со старшей дочкой (4года) занятия по развитию воображения.&nbsp; Всего в курсе десять занятий, которые очень удобно для родителей проходят по субботам и воскресениям, занятие длится один час. После этого курса наша дочка стала сама сказки придумывать и нам рассказывать, а в садике дает воспитателю советы по организации утренника. Девочку стало не узнать - веселый и раскрепощенный ребенок!!! Всем советую."
"Москва , Москва, Новая Площадь 3/4",,lectorium4kids@gmail.com,,"9-й подъезд, Политехнический музей ",,,http://lektory.wordpress.com,274,Детский лекторий Политехнического музея,https://www.2do2go.ru/uploads/b3624ba6a88a801a711432abb5df9e76_w500_h500.jpg,
"Москва , Пожарский пер., 10",74955437994,info@moscow-dreams.ru,,Кропоткинская ,,,http://www.moscow-dreams.ru,275,Moscow Dreams,https://www.2do2go.ru/uploads/ce4244e0f1c83950dc944a3c3503ff5f_w500_h500.jpg,
"Москва , пер. Малый Конюшковский, 2",74959888724,event@modstarpro.com,https://twitter.com/MOD4DOM,Краснопресненская ,,,http://modmoscow.com,276,Центр дизайна MOD Design,https://www.2do2go.ru/uploads/0b07b3b7767289fd35f772b9dd332f7e_w500_h500.jpg,"Центр современного дизайна и инноваций MOD задуман как платформа местного и международного значения, где можно обмениваться идеями, где циркулирует информация, презентуются дизайнерские объекты. Главная задача основателей MOD Design – воплощение очень динамичной и современной среды. Этот центр уже сейчас прочно ассоциируется с дизайном интерьера и промышленным дизайном, и является точкой демонстрации новых объектов, тенденций и технологий, местом знакомства с мэтрами мирового дизайна. MOD концентрирует в своем пространстве лучший дизайн и представляет его с разных сторон: художественной, исторической, промышленной и познавательной. MOD популяризирует дизайн как основу комфортной и красивой жизни и одновременно преподносит умение работать с интерьером как новейшее искусство, возникшее на стыке традиций прикладного мастерства и новейших техник производства. С самых первых шагов MOD сотрудничает с признанными корифеями мирового дизайна. В становлении и оформлении MOD участвовал Карим Рашид, светило промышленного дизайна. MOD предоставил Кариму возможность создать образ своего здания, и это свидетельствует о приверженности центра всему современному и инновационному. Давно планировал отдать дочь примерно в такое место. Пусть учится со школы, потом ей легче будет поступать. А поступать она хочет на дизайнера одежды! Все же лучше, чем будет по улицам шастать вечерами и ночью. А так ей нравится, то чему учат и показывают. Делают показы мод и работе с тканями. А как у нее глаза светятся после окончания курсов, не передать словами. Думаю, не надо насиловать ребенка и заставлять идти учиться туда, куда хотят родители. Пусть сам выбирает профессию по душе и сердцу."
"Москва , ул. Пырьева, 9, корп. 1",74952290456,info@smilik-club.ru,,Парк Победы ,,,http://www.smilik-club.ru,277,Детский клуб «Смайлик» на Мосфильмовской,https://www.2do2go.ru/uploads/2c5eaa384621dcf636befbca75b72197_w500_h500.jpg,"В своей работе Детский клуб «Смайлик» придерживается гуманистического подхода: относится с уважением, вниманием и добротой к каждому ребёнку, создавая для него домашнюю, спокойную, доброжелательную атмосферу. Здесь дают ценный опыт – опыт обучения с удовольствием, благодаря чему впоследствии ребёнок любит и хочет учиться и познавать новое!"
"Москва , Маршала Тухачевского, 37/21",74956376234,artishok-studio@mail.ru,,Октябрьское поле ,,,http://www.artishok-studio.ru,278,Учебно-досуговый центр «Артишок»,https://www.2do2go.ru/uploads/98cc431676a92df912b6505cf5f26dd7_w500_h500.jpg,
"Москва , Новинский бульвар, 20а",74956099022 74956099422,cenmos@cervantes.es,,Баррикадная ,,,http://moscu.cervantes.es,279,Институт Сервантеса,https://www.2do2go.ru/uploads/607414fa12a898e536b6b53b9697e034_w500_h500.jpg," Институт Сервантеса занимается: Работа Института Сервантеса осуществляется испанскими и латиноамериканскими представителями науки, культуры и литературы. В Москве Институт Сервантеса сотрудничает с музеями, галереями, театрами, издательствами и другими культурными организациями, как русскими, так и испанскими и латиноамериканскими."
"Москва , ул. Академика Виноградова, 11",74957286665 +79257915535,welcome@lulaki.com,http://vk.com/art_lulaki,"<a href=""tel:74957286665""",,,http://www.lulaki.com,280,Художественная мастерская «Лулаки»,https://www.2do2go.ru/uploads/e403fb188056607c94cab1a1f84365ff_w500_h500.jpg,"Рисовать могут все! Способности есть у каждого, независимо от того, кто вы и сколько вам лет. Занятия живописью и рисунком у нас в мастерской помогут вам раскрыть свой талант, ведь многие из вас помнят, как здорово было рисовать, будучи ребенком, как это было легко и радостно. А некоторые только мечтали воплотить свои творческие идеи в живописи и рисунке, но по каким-то причинам не смогли этого сделать. Вспомните, какое удовольствие вы получали, когда родители покупали вам новые краски, карандаши, фломастеры и вы с огромной радостью и удовольствием начинали превращать белый лист бумаги в волшебную картину, наполненную разнообразными красками, как легко и непринужденно вам удавалось нарисовать свой шедевр! Занятия изобразительным искусством подарит вам ощущение счастья, радости, удовольствие от самого процесса рисования, вернут вам чувства и ощущения безоблачного детства. Учиться рисовать, создавать никогда не поздно, сколько бы лет вам не было! Занятия в &laquo;Лулаки&raquo; &ndash; это живопись, рисунок, композиция под руководством профессионального художника.&nbsp;&nbsp;Это три важнейших компонента, которые уже с самого начала их изучения предоставят вам огромную творческую свободу и инструменты для воплощения любых идей. Вы удивитесь, но уже на первом занятии обнаружите в себе способности, о которых и не подозревали. Ваш педагог создаст вам такие условия, предложит такие материалы, с помощью которых вы легко создадите настоящую картину, которая будет радовать вас и ваших близких. Важно, что в процессе увлекательных занятий вы сможете постепенно постигать законы изобразительного искусства, но это будет происходить в процессе свободного творчества, легко и непринужденно. В&nbsp;&laquo;Лулаки&raquo; уверены, что создавать картины может каждый, и вы сами убедитесь, что ваш собственный внутренний мир прекрасен и интересен для окружающих. Приходите в &laquo;Лулаки&raquo;, творите и вы откроете для себя удивительное сказочное пространство, войдя в которое вы сможете зарядиться позитивом, получить новые силы для жизни и найти новых друзей. <br/><br/>"
